,symbol,special_type,shenwan_industry,status
600557.XSHG,康缘药业,Normal,801150.INDX,Active
600603.XSHG,广汇物流,Normal,801230.INDX,Active
300192.XSHE,科斯伍德,Normal,801030.INDX,Active
002545.XSHE,东方铁塔,Normal,801720.INDX,Active
000069.XSHE,华侨城A,Normal,801180.INDX,Active
002671.XSHE,龙泉股份,Normal,801710.INDX,Active
600270.XSHG,外运发展,Normal,801170.INDX,Active
002324.XSHE,普利特,Normal,801030.INDX,Active
000653.XSHE,ST九州,ST,,Delisted
300226.XSHE,上海钢联,Normal,801760.INDX,Active
603997.XSHG,继峰股份,Normal,801880.INDX,Active
603659.XSHG,璞泰来,Normal,801080.INDX,Active
000700.XSHE,模塑科技,Normal,801880.INDX,Active
600421.XSHG,ST仰帆,ST,801890.INDX,Active
002301.XSHE,齐心集团,Normal,801140.INDX,Active
601789.XSHG,宁波建工,Normal,801720.INDX,Active
002168.XSHE,深圳惠程,Normal,801730.INDX,Active
300045.XSHE,华力创通,Normal,801750.INDX,Active
000156.XSHE,华数传媒,Normal,801760.INDX,Active
603357.XSHG,设计总院,Normal,801720.INDX,Active
300563.XSHE,神宇股份,Normal,801770.INDX,Active
600621.XSHG,华鑫股份,Normal,801180.INDX,Active
300577.XSHE,开润股份,Normal,801130.INDX,Active
603196.XSHG,日播时尚,Normal,801130.INDX,Active
300701.XSHE,森霸传感,Normal,801080.INDX,Active
601800.XSHG,中国交建,Normal,801720.INDX,Active
300072.XSHE,三聚环保,Normal,801160.INDX,Active
603665.XSHG,康隆达,Normal,801130.INDX,Active
603021.XSHG,山东华鹏,Normal,801140.INDX,Active
603648.XSHG,畅联股份,Normal,801170.INDX,Active
300370.XSHE,安控科技,Normal,801890.INDX,Active
600500.XSHG,中化国际,Normal,801030.INDX,Active
300606.XSHE,金太阳,Normal,801890.INDX,Active
002766.XSHE,索菱股份,Normal,801750.INDX,Active
300540.XSHE,深冷股份,Normal,801890.INDX,Active
600428.XSHG,中远海特,Normal,801170.INDX,Active
600253.XSHG,天方药业,Normal,,Delisted
600599.XSHG,熊猫金控,Normal,801790.INDX,Active
600385.XSHG,山东金泰,Normal,801050.INDX,Active
600491.XSHG,龙元建设,Normal,801720.INDX,Active
002687.XSHE,乔治白,Normal,801130.INDX,Active
300290.XSHE,荣科科技,Normal,801750.INDX,Active
002604.XSHE,*ST龙力,StarST,801010.INDX,Active
300163.XSHE,先锋新材,Normal,801030.INDX,Active
600015.XSHG,华夏银行,Normal,801780.INDX,Active
603007.XSHG,花王股份,Normal,801720.INDX,Active
000507.XSHE,珠海港,Normal,801170.INDX,Active
002760.XSHE,凤形股份,Normal,801890.INDX,Active
002800.XSHE,天顺股份,Normal,801170.INDX,Active
002593.XSHE,日上集团,Normal,801880.INDX,Active
300703.XSHE,创源文化,Normal,801140.INDX,Active
000618.XSHE,吉林化工,Normal,,Delisted
603035.XSHG,常熟汽饰,Normal,801880.INDX,Active
002842.XSHE,翔鹭钨业,Normal,801050.INDX,Active
603458.XSHG,勘设股份,Normal,801720.INDX,Active
000961.XSHE,中南建设,Normal,801180.INDX,Active
603869.XSHG,新智认知,Normal,801210.INDX,Active
300480.XSHE,光力科技,Normal,801890.INDX,Active
603058.XSHG,永吉股份,Normal,801140.INDX,Active
002548.XSHE,金新农,Normal,801010.INDX,Active
002912.XSHE,中新赛克,Normal,801750.INDX,Active
002244.XSHE,滨江集团,Normal,801180.INDX,Active
600284.XSHG,浦东建设,Normal,801720.INDX,Active
600381.XSHG,青海春天,Normal,801120.INDX,Active
002085.XSHE,万丰奥威,Normal,801880.INDX,Active
000806.XSHE,银河生物,Normal,801730.INDX,Active
600129.XSHG,太极集团,Normal,801150.INDX,Active
603232.XSHG,格尔软件,Normal,801750.INDX,Active
002269.XSHE,美邦服饰,Normal,801130.INDX,Active
600727.XSHG,鲁北化工,Normal,801030.INDX,Active
000008.XSHE,神州高铁,Normal,801890.INDX,Active
000550.XSHE,江铃汽车,Normal,801880.INDX,Active
300112.XSHE,万讯自控,Normal,801890.INDX,Active
300575.XSHE,中旗股份,Normal,801030.INDX,Active
300172.XSHE,中电环保,Normal,801160.INDX,Active
002569.XSHE,步森股份,Normal,801130.INDX,Active
300041.XSHE,回天新材,Normal,801030.INDX,Active
600231.XSHG,凌钢股份,Normal,801040.INDX,Active
002770.XSHE,科迪乳业,Normal,801120.INDX,Active
002475.XSHE,立讯精密,Normal,801080.INDX,Active
600696.XSHG,ST岩石,ST,801180.INDX,Active
300395.XSHE,菲利华,Normal,801050.INDX,Active
600609.XSHG,金杯汽车,Normal,801880.INDX,Active
002614.XSHE,奥佳华,Normal,801110.INDX,Active
300246.XSHE,宝莱特,Normal,801150.INDX,Active
000889.XSHE,茂业通信,Normal,801770.INDX,Active
300651.XSHE,金陵体育,Normal,801140.INDX,Active
000926.XSHE,福星股份,Normal,801180.INDX,Active
002267.XSHE,陕天然气,Normal,801160.INDX,Active
002125.XSHE,湘潭电化,Normal,801030.INDX,Active
002147.XSHE,新光圆成,Normal,801180.INDX,Active
600969.XSHG,郴电国际,Normal,801160.INDX,Active
600804.XSHG,鹏博士,Normal,801770.INDX,Active
002826.XSHE,易明医药,Normal,801150.INDX,Active
601929.XSHG,吉视传媒,Normal,801760.INDX,Active
002508.XSHE,老板电器,Normal,801110.INDX,Active
300040.XSHE,九洲电气,Normal,801730.INDX,Active
300507.XSHE,苏奥传感,Normal,801880.INDX,Active
300296.XSHE,利亚德,Normal,801080.INDX,Active
600479.XSHG,千金药业,Normal,801150.INDX,Active
600790.XSHG,轻纺城,Normal,801200.INDX,Active
002268.XSHE,卫士通,Normal,801750.INDX,Active
603535.XSHG,嘉诚国际,Normal,801170.INDX,Active
601116.XSHG,三江购物,Normal,801200.INDX,Active
002021.XSHE,中捷资源,Normal,801890.INDX,Active
601669.XSHG,中国电建,Normal,801720.INDX,Active
600399.XSHG,*ST抚钢,StarST,801040.INDX,Active
601188.XSHG,龙江交通,Normal,801170.INDX,Active
000659.XSHE,珠海中富,Normal,801140.INDX,Active
601066.XSHG,中信建投,Normal,801790.INDX,Active
000750.XSHE,国海证券,Normal,801790.INDX,Active
000938.XSHE,紫光股份,Normal,801750.INDX,Active
300365.XSHE,恒华科技,Normal,801750.INDX,Active
000975.XSHE,银泰资源,Normal,801050.INDX,Active
600312.XSHG,平高电气,Normal,801730.INDX,Active
002836.XSHE,新宏泽,Normal,801140.INDX,Active
300250.XSHE,初灵信息,Normal,801750.INDX,Active
000598.XSHE,兴蓉环境,Normal,801160.INDX,Active
000789.XSHE,万年青,Normal,801710.INDX,Active
300332.XSHE,天壕环境,Normal,801160.INDX,Active
300013.XSHE,新宁物流,Normal,801170.INDX,Active
603639.XSHG,海利尔,Normal,801030.INDX,Active
600075.XSHG,新疆天业,Normal,801030.INDX,Active
600874.XSHG,创业环保,Normal,801160.INDX,Active
300247.XSHE,乐金健康,Normal,801110.INDX,Active
002898.XSHE,赛隆药业,Normal,801150.INDX,Active
002326.XSHE,永太科技,Normal,801030.INDX,Active
000689.XSHE,ST宏业,ST,,Delisted
600558.XSHG,大西洋,Normal,801890.INDX,Active
600875.XSHG,东方电气,Normal,801730.INDX,Active
002104.XSHE,恒宝股份,Normal,801770.INDX,Active
002428.XSHE,云南锗业,Normal,801050.INDX,Active
601088.XSHG,中国神华,Normal,801020.INDX,Active
000915.XSHE,山大华特,Normal,801150.INDX,Active
002367.XSHE,康力电梯,Normal,801890.INDX,Active
600148.XSHG,长春一东,Normal,801880.INDX,Active
600626.XSHG,申达股份,Normal,801200.INDX,Active
002203.XSHE,海亮股份,Normal,801050.INDX,Active
002929.XSHE,润建通信,Normal,801770.INDX,Active
600003.XSHG,ST东北高,ST,,Delisted
002102.XSHE,冠福股份,Normal,801150.INDX,Active
300243.XSHE,瑞丰高材,Normal,801030.INDX,Active
600850.XSHG,华东电脑,Normal,801750.INDX,Active
603799.XSHG,华友钴业,Normal,801050.INDX,Active
600187.XSHG,国中水务,Normal,801160.INDX,Active
600623.XSHG,华谊集团,Normal,801030.INDX,Active
002162.XSHE,悦心健康,Normal,801710.INDX,Active
300148.XSHE,天舟文化,Normal,801760.INDX,Active
000418.XSHE,小天鹅A,Normal,801110.INDX,Active
002373.XSHE,千方科技,Normal,801750.INDX,Active
300314.XSHE,戴维医疗,Normal,801150.INDX,Active
000301.XSHE,东方市场,Normal,801160.INDX,Active
603486.XSHG,科沃斯,Normal,801890.INDX,Active
002772.XSHE,众兴菌业,Normal,801010.INDX,Active
002031.XSHE,巨轮智能,Normal,801890.INDX,Active
603737.XSHG,三棵树,Normal,801030.INDX,Active
603066.XSHG,音飞储存,Normal,801170.INDX,Active
000401.XSHE,冀东水泥,Normal,801710.INDX,Active
600873.XSHG,梅花生物,Normal,801010.INDX,Active
600157.XSHG,永泰能源,Normal,801020.INDX,Active
600061.XSHG,国投资本,Normal,801790.INDX,Active
000012.XSHE,南玻A,Normal,801710.INDX,Active
603339.XSHG,四方冷链,Normal,801890.INDX,Active
601168.XSHG,西部矿业,Normal,801050.INDX,Active
600150.XSHG,*ST船舶,StarST,801740.INDX,Active
603165.XSHG,荣晟环保,Normal,801140.INDX,Active
600878.XSHG,*ST北科,ST,,Delisted
600210.XSHG,紫江企业,Normal,801140.INDX,Active
601801.XSHG,皖新传媒,Normal,801760.INDX,Active
000785.XSHE,武汉中商,Normal,801200.INDX,Active
002773.XSHE,康弘药业,Normal,801150.INDX,Active
300054.XSHE,鼎龙股份,Normal,801030.INDX,Active
300598.XSHE,诚迈科技,Normal,801750.INDX,Active
000997.XSHE,新大陆,Normal,801750.INDX,Active
300416.XSHE,苏试试验,Normal,801890.INDX,Active
002458.XSHE,益生股份,Normal,801010.INDX,Active
002640.XSHE,跨境通,Normal,801200.INDX,Active
002685.XSHE,华东重机,Normal,801890.INDX,Active
603988.XSHG,中电电机,Normal,801730.INDX,Active
000763.XSHE,锦州石化,Normal,,Delisted
600250.XSHG,南纺股份,Normal,801200.INDX,Active
600781.XSHG,辅仁药业,Normal,801150.INDX,Active
002822.XSHE,中装建设,Normal,801720.INDX,Active
600343.XSHG,航天动力,Normal,801740.INDX,Active
002580.XSHE,圣阳股份,Normal,801730.INDX,Active
002452.XSHE,长高集团,Normal,801730.INDX,Active
000591.XSHE,太阳能,Normal,801730.INDX,Active
603089.XSHG,正裕工业,Normal,801880.INDX,Active
002041.XSHE,登海种业,Normal,801010.INDX,Active
300018.XSHE,中元股份,Normal,801730.INDX,Active
600229.XSHG,城市传媒,Normal,801760.INDX,Active
603680.XSHG,今创集团,Normal,801890.INDX,Active
000096.XSHE,广聚能源,Normal,801030.INDX,Active
300688.XSHE,创业黑马,Normal,801230.INDX,Active
000404.XSHE,长虹华意,Normal,801110.INDX,Active
300536.XSHE,农尚环境,Normal,801720.INDX,Active
603788.XSHG,宁波高发,Normal,801880.INDX,Active
002070.XSHE,*ST众和,StarST,801050.INDX,TemporarySuspended
300727.XSHE,润禾材料,Normal,801030.INDX,Active
300638.XSHE,广和通,Normal,801770.INDX,Active
300022.XSHE,吉峰农机,Normal,801200.INDX,Active
603197.XSHG,保隆科技,Normal,801880.INDX,Active
603693.XSHG,江苏新能,Normal,801160.INDX,Active
603103.XSHG,横店影视,Normal,801760.INDX,Active
002560.XSHE,通达股份,Normal,801730.INDX,Active
002139.XSHE,拓邦股份,Normal,801080.INDX,Active
600808.XSHG,马钢股份,Normal,801040.INDX,Active
002668.XSHE,奥马电器,Normal,801110.INDX,Active
300351.XSHE,永贵电器,Normal,801890.INDX,Active
300407.XSHE,凯发电气,Normal,801730.INDX,Active
300494.XSHE,盛天网络,Normal,801760.INDX,Active
002718.XSHE,友邦吊顶,Normal,801710.INDX,Active
300632.XSHE,光莆股份,Normal,801080.INDX,Active
002576.XSHE,通达动力,Normal,801730.INDX,Active
300530.XSHE,达志科技,Normal,801030.INDX,Active
000007.XSHE,全新好,Normal,801230.INDX,Active
000527.XSHE,美的电器,Normal,,Delisted
002004.XSHE,华邦健康,Normal,801030.INDX,Active
000980.XSHE,众泰汽车,Normal,801880.INDX,Active
002460.XSHE,赣锋锂业,Normal,801050.INDX,Active
600409.XSHG,三友化工,Normal,801030.INDX,Active
000578.XSHE,盐湖集团,Normal,,Delisted
002758.XSHE,华通医药,Normal,801150.INDX,Active
603533.XSHG,掌阅科技,Normal,801760.INDX,Active
600640.XSHG,号百控股,Normal,801760.INDX,Active
300254.XSHE,仟源医药,Normal,801150.INDX,Active
601360.XSHG,三六零,Normal,801750.INDX,Active
603615.XSHG,茶花股份,Normal,801030.INDX,Active
600506.XSHG,香梨股份,Normal,801010.INDX,Active
002167.XSHE,东方锆业,Normal,801050.INDX,Active
601933.XSHG,永辉超市,Normal,801200.INDX,Active
603108.XSHG,润达医疗,Normal,801150.INDX,Active
601098.XSHG,中南传媒,Normal,801760.INDX,Active
300352.XSHE,北信源,Normal,801750.INDX,Active
603577.XSHG,汇金通,Normal,801730.INDX,Active
300035.XSHE,中科电气,Normal,801890.INDX,Active
600397.XSHG,*ST安煤,StarST,801020.INDX,Active
600714.XSHG,金瑞矿业,Normal,801030.INDX,Active
300051.XSHE,三五互联,Normal,801760.INDX,Active
000761.XSHE,本钢板材,Normal,801040.INDX,Active
300445.XSHE,康斯特,Normal,801890.INDX,Active
300090.XSHE,盛运环保,Normal,801160.INDX,Active
000885.XSHE,同力水泥,Normal,801710.INDX,Active
300707.XSHE,威唐工业,Normal,801880.INDX,Active
000595.XSHE,宝塔实业,Normal,801890.INDX,Active
603328.XSHG,依顿电子,Normal,801080.INDX,Active
300276.XSHE,三丰智能,Normal,801890.INDX,Active
600300.XSHG,维维股份,Normal,801120.INDX,Active
603444.XSHG,吉比特,Normal,801760.INDX,Active
300584.XSHE,海辰药业,Normal,801150.INDX,Active
600977.XSHG,中国电影,Normal,801760.INDX,Active
002144.XSHE,宏达高科,Normal,801130.INDX,Active
000652.XSHE,泰达股份,Normal,801230.INDX,Active
300643.XSHE,万通智控,Normal,801880.INDX,Active
002264.XSHE,新华都,Normal,801200.INDX,Active
600480.XSHG,凌云股份,Normal,801880.INDX,Active
300477.XSHE,合纵科技,Normal,801730.INDX,Active
600472.XSHG,包头铝业,Normal,,Delisted
000970.XSHE,中科三环,Normal,801050.INDX,Active
603098.XSHG,森特股份,Normal,801720.INDX,Active
300092.XSHE,科新机电,Normal,801890.INDX,Active
300331.XSHE,苏大维格,Normal,801080.INDX,Active
000556.XSHE,PT南洋,PT,,Delisted
600228.XSHG,ST昌九,ST,801030.INDX,Active
603555.XSHG,贵人鸟,Normal,801130.INDX,Active
600734.XSHG,实达集团,Normal,801770.INDX,Active
000767.XSHE,漳泽电力,Normal,801160.INDX,Active
300697.XSHE,电工合金,Normal,801050.INDX,Active
300157.XSHE,恒泰艾普,Normal,801020.INDX,Active
600241.XSHG,时代万恒,Normal,801200.INDX,Active
300465.XSHE,高伟达,Normal,801750.INDX,Active
000616.XSHE,海航投资,Normal,801180.INDX,Active
002172.XSHE,澳洋科技,Normal,801030.INDX,Active
601811.XSHG,新华文轩,Normal,801760.INDX,Active
002377.XSHE,国创高新,Normal,801210.INDX,Active
603721.XSHG,中广天择,Normal,801760.INDX,Active
300550.XSHE,和仁科技,Normal,801750.INDX,Active
000572.XSHE,海马汽车,Normal,801880.INDX,Active
002291.XSHE,星期六,Normal,801130.INDX,Active
600262.XSHG,北方股份,Normal,801890.INDX,Active
601939.XSHG,建设银行,Normal,801780.INDX,Active
603499.XSHG,翔港科技,Normal,801140.INDX,Active
603377.XSHG,东方时尚,Normal,801880.INDX,Active
300385.XSHE,雪浪环境,Normal,801890.INDX,Active
000039.XSHE,中集集团,Normal,801890.INDX,Active
002536.XSHE,西泵股份,Normal,801880.INDX,Active
002562.XSHE,兄弟科技,Normal,801030.INDX,Active
002729.XSHE,好利来,Normal,801080.INDX,Active
000683.XSHE,远兴能源,Normal,801030.INDX,Active
000619.XSHE,海螺型材,Normal,801710.INDX,Active
300542.XSHE,新晨科技,Normal,801750.INDX,Active
603976.XSHG,正川股份,Normal,801150.INDX,Active
002409.XSHE,雅克科技,Normal,801030.INDX,Active
600741.XSHG,华域汽车,Normal,801880.INDX,Active
600596.XSHG,新安股份,Normal,801030.INDX,Active
002297.XSHE,博云新材,Normal,801740.INDX,Active
300257.XSHE,开山股份,Normal,801890.INDX,Active
600719.XSHG,大连热电,Normal,801160.INDX,Active
002379.XSHE,宏创控股,Normal,801050.INDX,Active
002759.XSHE,天际股份,Normal,801110.INDX,Active
603222.XSHG,济民制药,Normal,801150.INDX,Active
300031.XSHE,宝通科技,Normal,801760.INDX,Active
000712.XSHE,锦龙股份,Normal,801790.INDX,Active
002239.XSHE,奥特佳,Normal,801880.INDX,Active
601336.XSHG,新华保险,Normal,801790.INDX,Active
300682.XSHE,朗新科技,Normal,801750.INDX,Active
601228.XSHG,广州港,Normal,801170.INDX,Active
300432.XSHE,富临精工,Normal,801880.INDX,Active
300330.XSHE,华虹计通,Normal,801750.INDX,Active
002883.XSHE,中设股份,Normal,801720.INDX,Active
000615.XSHE,京汉股份,Normal,801180.INDX,Active
002069.XSHE,獐子岛,Normal,801010.INDX,Active
601138.XSHG,工业富联,Normal,801080.INDX,Active
002724.XSHE,海洋王,Normal,801080.INDX,Active
000908.XSHE,景峰医药,Normal,801150.INDX,Active
600600.XSHG,青岛啤酒,Normal,801120.INDX,Active
300275.XSHE,梅安森,Normal,801890.INDX,Active
300220.XSHE,金运激光,Normal,801080.INDX,Active
600221.XSHG,海航控股,Normal,801170.INDX,Active
300728.XSHE,天常股份,Normal,,UNKNOWN
603856.XSHG,东宏股份,Normal,801710.INDX,Active
300570.XSHE,太辰光,Normal,801770.INDX,Active
000058.XSHE,深赛格,Normal,801200.INDX,Active
001979.XSHE,招商蛇口,Normal,801180.INDX,Active
300228.XSHE,富瑞特装,Normal,801890.INDX,Active
603998.XSHG,方盛制药,Normal,801150.INDX,Active
000910.XSHE,大亚圣象,Normal,801140.INDX,Active
600155.XSHG,华创阳安,Normal,801790.INDX,Active
603028.XSHG,赛福天,Normal,801890.INDX,Active
603110.XSHG,东方材料,Normal,801030.INDX,Active
600986.XSHG,科达股份,Normal,801760.INDX,Active
000566.XSHE,海南海药,Normal,801150.INDX,Active
600614.XSHG,鹏起科技,Normal,801050.INDX,Active
603661.XSHG,恒林股份,Normal,801140.INDX,Active
600708.XSHG,光明地产,Normal,801180.INDX,Active
002116.XSHE,中国海诚,Normal,801720.INDX,Active
603319.XSHG,湘油泵,Normal,801880.INDX,Active
000748.XSHE,长城信息,Normal,,Delisted
002748.XSHE,世龙实业,Normal,801030.INDX,Active
000996.XSHE,中国中期,Normal,801880.INDX,Active
601766.XSHG,中国中车,Normal,801890.INDX,Active
002926.XSHE,华西证券,Normal,801790.INDX,Active
600420.XSHG,现代制药,Normal,801150.INDX,Active
300349.XSHE,金卡智能,Normal,801890.INDX,Active
600182.XSHG,S佳通,Normal,801030.INDX,Active
002620.XSHE,瑞和股份,Normal,801720.INDX,Active
002879.XSHE,长缆科技,Normal,801730.INDX,Active
002763.XSHE,汇洁股份,Normal,801130.INDX,Active
000567.XSHE,海德股份,Normal,801790.INDX,Active
603709.XSHG,中源家居,Normal,801140.INDX,Active
002439.XSHE,启明星辰,Normal,801750.INDX,Active
300513.XSHE,恒泰实达,Normal,801750.INDX,Active
603800.XSHG,道森股份,Normal,801890.INDX,Active
600971.XSHG,恒源煤电,Normal,801020.INDX,Active
002354.XSHE,天神娱乐,Normal,801760.INDX,Active
300136.XSHE,信维通信,Normal,801080.INDX,Active
601225.XSHG,陕西煤业,Normal,801020.INDX,Active
000792.XSHE,盐湖股份,Normal,801030.INDX,Active
603713.XSHG,密尔克卫,Normal,801170.INDX,Active
600169.XSHG,太原重工,Normal,801890.INDX,Active
002525.XSHE,胜景山河,Normal,,UNKNOWN
300342.XSHE,天银机电,Normal,801110.INDX,Active
000630.XSHE,铜陵有色,Normal,801050.INDX,Active
600222.XSHG,太龙药业,Normal,801150.INDX,Active
300344.XSHE,太空智造,Normal,801710.INDX,Active
603128.XSHG,华贸物流,Normal,801170.INDX,Active
300204.XSHE,舒泰神,Normal,801150.INDX,Active
600732.XSHG,ST新梅,ST,801180.INDX,Active
002547.XSHE,春兴精工,Normal,801080.INDX,Active
601299.XSHG,中国北车,Normal,,Delisted
600635.XSHG,大众公用,Normal,801160.INDX,Active
000678.XSHE,襄阳轴承,Normal,801880.INDX,Active
600037.XSHG,歌华有线,Normal,801760.INDX,Active
601901.XSHG,方正证券,Normal,801790.INDX,Active
000521.XSHE,长虹美菱,Normal,801110.INDX,Active
600100.XSHG,同方股份,Normal,801750.INDX,Active
603607.XSHG,京华激光,Normal,801140.INDX,Active
000603.XSHE,盛达矿业,Normal,801050.INDX,Active
601628.XSHG,中国人寿,Normal,801790.INDX,Active
300185.XSHE,通裕重工,Normal,801730.INDX,Active
002219.XSHE,恒康医疗,Normal,801150.INDX,Active
002485.XSHE,希努尔,Normal,801130.INDX,Active
000606.XSHE,顺利办,Normal,801750.INDX,Active
002161.XSHE,远望谷,Normal,801080.INDX,Active
300044.XSHE,赛为智能,Normal,801750.INDX,Active
300740.XSHE,御家汇,Normal,801030.INDX,Active
600572.XSHG,康恩贝,Normal,801150.INDX,Active
600138.XSHG,中青旅,Normal,801210.INDX,Active
300207.XSHE,欣旺达,Normal,801080.INDX,Active
600077.XSHG,宋都股份,Normal,801180.INDX,Active
600784.XSHG,鲁银投资,Normal,801230.INDX,Active
601229.XSHG,上海银行,Normal,801780.INDX,Active
300062.XSHE,中能电气,Normal,801730.INDX,Active
000978.XSHE,桂林旅游,Normal,801210.INDX,Active
000661.XSHE,长春高新,Normal,801150.INDX,Active
600577.XSHG,精达股份,Normal,801890.INDX,Active
